year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2023,be,Belgium,Gustaph,Because of You,7.0,,16.0,,7.0,182.0,,,55.0,127.0,,,Stef Caers;Jaouad Alloul,,"Because of You\n\nAnd when the world got me going crazy\nI'll carry on\nAnd it's all because of you\nBecause of you\n\nRemember when they told us\n""You're not good enough""\nThen you came into my life\nAnd you changed my world for good\nYou told me to love myself a bit harder than yesterday\n'Cause life is too short and we sure got to celebrate\n\nAnd when the world got me going crazy\nI'll carry on\n'Cause I know I'm strong\nAnd when the world got me going crazy\nI'll carry on\nAnd it's all because of you\nBecause of you\n\nRemember when they tried to break us\nBut look at us now\nYou told me the right things at the right time\nYou got me feeling wild\n\nSee now I love myself much more than I did yesterday\n'Cause life is too short and we sure got to celebrate\n\nAnd when the world got me going crazy\nI'll carry on\n'Cause I know I'm strong\nWhen the world got me going crazy\nI'll carry on\nAnd it's all because of\n\nI'll carry on despite of the things they've said and done\nThey'll never kill this fire\nYour love will take me higher\nIt's all because of you\nBecause of you\nWell, because of you\nBecause of you I keep on going, baby, baby, for a brighter day\n\nAnd when the world got me going crazy\nI'll carry on\nSee, I'll carry on because of you\nWhen the world got me going crazy\nI'll carry on\nSay I'll carry on\nAnd when the world got me going crazy\nSee, I will carry on\nAnd it's all because of you\nBecause of you\nBecаuѕe of you",https://youtube.com/watch?v=U1xD14IMKtg
2023,ee,Estonia,Alika,Bridges,8.0,,12.0,,8.0,168.0,,,22.0,146.0,,,Alika Milova;Nina Sampermans;Wouter Hardy,,Bridges\n\nNow I'm heading home\nTo solid ground\nRealised that all the lies I've told myself have died\nBring me to the place\nWhere I belong\nFilled with all the memories and dreams I have ignored\n\nAaaaa Aaaa Aaaaa\n\nThere is always time\nTo get back on track\nTearing down the walls\nSlowly every step\nNow I see myself\nBuilding up a world of bridges\n\nThere is one more thing\nYou need to know\nThat I forgive myself for all the lies I said before\nNow I see the road\nOf leading lights\nShowing me where I should go and what to leave behind\n\nAaaa Aaaa\n\nThere is always time\nTo get back on track\nTearing down the walls\nSlowly every step\nNow I see myself\nBuilding up a world of bridges\nYou will find a way\nTo begin again\nNo more time to waste\nOr to play pretend\nNow I see myself\nBuilding up a world of bridges\n\nI remember all the things that I went through\nAll the lies and blurry lines and city lights I knew\nNow I'm strong enough to see what lays inside\nAnd I can feel it all\n\nThere is always time\nTo get back on track\nTearing down the walls\nSlowly every step\nNow I see myself\nBuilding up a world of bridges\nYou will find a way\nTo begin again\nNo more time to waste\nOr to play pretend\nNow I see myself\nBuilding up а world of bridgeѕ,https://youtube.com/watch?v=HsbC-OYMA3s
2023,au,Australia,Voyager,Promise,9.0,,15.0,,9.0,151.0,,,21.0,130.0,,,Alex Canion;Ashley Doodkorte;Daniel Estrin;Scott Kay;Simone Dow,,"Promise\n\nHave you ever done anything like this before?\nHave you ever done anything like this before?\nIf you've never done anything like this before\nThen you haven't been alive\n\nHave you ever shut all the open doors\nHave you ever just walked on out on your own\nHave you ever just lost your mind when you try to unwind\nOr are you coming right back for more?\n\nI'm here tonight\nPromise me you'll hold me till I die\nI'm by your side\nPromise me it's gonna\nPromise me it's gonna be alright\n\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nPromise me it's gonna be alright\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nPromise me it's gonna be alright\n\nHave you ever been alone too much\nHave you ever prayed for human touch\nHave you ever just lost a little part of you\nTo find a little something new?\n\nCross my heart\nTill the sky turns red in the sunrise\nSince you told me everything's alright\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nSince you told me everything's alright\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nPromise me it's gonna be alright\n\nI'm here tonight\nPromise me you'll hold me till I die\nI'm by your side\nPromise me it's gonna\nPromise me it's gonna\nPromise me it's gonna be alright\n\nAlright\n(Cross my heart\nTill the sky turns red in the sunrise)\nPromise me it'ѕ gonna be alright\n(Be аlright!)\n\nAlright",https://youtube.com/watch?v=GSoy_mJMlMY
2023,cz,Czechia,Vesna,My Sister's Crown,10.0,,14.0,,10.0,129.0,,,35.0,94.0,,,Adam Albrecht;Michal Jiráň;Patricie Kaňok Fuxová;Šimon Martínek;Tanita Yankova,Kateryna Vatchenko;Patricie Kaňok Fuxová;Tanita Yankova,"My Sister's Crown\n\nMoje sestra do kouta nepůjde\nAni tebe poslouchat nebude\nMoje sestra v srdci je divoká\nCopy zaplést, nikdy si nenechá\nMoje sestra do kouta nepůjde\nAni tebe poslouchat nebude\n\nMy sister's crown\nDon't take it down\nDon't take it down\n\nNobody has right to do it\nShe's beautiful\nAnd capable\nShe is her own queen\nAnd she will prove it\n\nYou can take your hands back\nNo one wants more boys dead\nWe're not your dolls\nWe're not your dolls\n\nLife's not a moneybag\nBlood's on your God's head\nYou can't steal our souls\nYou can't steal our souls\n\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\n\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\n\nMy sister's crown\nDon't take it down\n\nDaĭ rŭka ne se strakhuvaĭ\nS drugite sestri popluvaĭ\nV moreto ni nyamame myasto za tezi omrazi\nPazi, pazi\nNe tŭguvaĭ\nKhop trop momite ne sa non-stop na razpolozhenie\nTi prosto che sme sestri do kraĭ znaĭ\n\nYou can take your hands back\nNo one wants more boys dead\nWe're not your dolls\nWe're not your dolls\n\nLife's not a moneybag\nBlood's on your God's head\nYou can't steal our souls\nYou can't steal our souls\n\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\n\nMy sister's crown\nDon't take it down\nMy sister's crown\nDon't take it down\n\nAll the sisters of the world\nCome together with a prayer\nChoose love over power\n\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\n\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\n\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\nSestro krasyva\nOy ty syl'na\nKhorobra yedyna\nKorona tvoya\n\nJsme v srdcích s tebou\nWe ѕtаnd for you",https://youtube.com/watch?v=ag8qxpvTTy0
2023,lt,Lithuania,Monika Linkytė,Stay,11.0,,22.0,,11.0,127.0,,,46.0,81.0,,,Krists Indrišonoks;Monika Linkytė,,"Stay\n\nČiūto tūto\nČiūto tūto\n\nI've carried sadness with me\nI hid it well since sixteen\nAnd all the crying, all the fighting\nIt kept putting out the fire\nThat burned so bright within me\n\nAs I look back to all these years\nTo broken dreams disguising fear\nBeing someone that I'm really not\n\nJust stay with me\nMy heart is bleeding\nI need your healing\nWait for me\nWell, it ain't easy\nTo love someone like me\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nI took it all on myself\nI asked for nobody's help\nHad to taste it and embrace it\nAll the bitterness of failure\nTo find myself within me\n\nJust stay with me\nMy heart is bleeding\nI need your healing\nWait for me\nWell, it ain't easy\nTo love someone like me\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nJust stay\nJust ѕtаy\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto",https://youtube.com/watch?v=QsgouAEd34U
2023,cy,Cyprus,Andrew Lambrou,Break a Broken Heart,12.0,,7.0,,12.0,126.0,,,58.0,68.0,,,Jimmy Jansson;Jimmy Joker;Marcus Winther-John;Thomas Stengaard,,"Break a Broken Heart\n\nThe lights went out\nI hit the ground\nYou didn't mind that I was bleeding out\nYou filled my life\nWith minor songs\nI loved you but you loved to do me wrong\nI miss your kiss, gasoline and a matchstick\nRed Lights, flashes, rising out of the ashes\n\nI see you\nFor who you are\nBut you can't break a broken heart\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a survivor\nYou can't, you can't break a broken heart\nNo-o-o\nYou can't break a broken heart\nNo-o-o\n\nAn all-time low\nBut I'll get by\nAnd over you I'll find the highest high\nYou did your best\nTo do your worst\nI got used to all the ways it hurt\nFeel the fever telling me that I need her\nScience fiction turning into an addiction\n\nI see you\nFor who you are\nBut you can't break a broken heart\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a survivor\nYou can't, you can't break a broken heart\nNo-o-o\nYou can't break a broken heart\nNo-o-o\n\nOh I miss your kiss, gasoline and a matchstick\nRed Lights, flashes, rising from the ashes\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a ѕurvivor\nYou can't break a\nNo-o-o\n\nOh you can't break a broken\nNo-o-o\nYou can't, you can't break a broken heart\nYou can't, you can't, you can't break a broken heart\nYou can't, you can't break a broken heart\nYou can't\nYou can't break a broken heаrt",https://youtube.com/watch?v=49YiimKeyDI
2023,hr,Croatia,Let 3,Mama ŠČ!,13.0,,25.0,,13.0,123.0,,,112.0,11.0,,,Damir Martinović Mrle;Zoran Prodanović,Damir Martinović Mrle,"Mama ŠČ!\n\nMama kupila traktora\nŠČ\nMama kupila traktora\nŠČ\nMama kupila traktora\nTrajna-nina\nArmagedonona\nŠČ\n\nMama kupila traktora\nŠČ\nMama kupila traktora\nŠČ\nMama kupila traktora\nTrajna-nina\nArmagedonona\n\nTRAKTORA\n\nMama ljubila morona\nŠČ\nMama ljubila morona\nŠČ\nMama ljubila morona\nTrajna-nina\nArmagedonona\n\nA B C Č Ć D DŽ Đ E F G H I J K L LJ M N NJ E F G H I J K L LJ M N NJ O P R S Š T U V Z Ž…\n\nMama, mama, mama, ja se idem igrat'\nMama, idem u rat\n\nOnaj mali psihopat (Rat, rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski psihopat (Rat, rat)\nMama, idem u rat\n\nTRAKTORA\n\nMama ljubila morona\nŠČ\nMama ljubila morona\nŠČ\nMama ljubila morona\nTrajna-nina\nArmagedonona\n\nOnaj mali psihopat (Mama, idemo u rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski psihopat (Mama, idemo u rat)\nMama, idem u rat\n\nOnaj mali psihopat (Mama, idemo u rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski psihopat (Mama, idemo u rat)\nMama, idem u rat\n\nMama, mama, mama…\n\nOnaj mali psihopat (Mama, idemo u rat)\nMali, podli psihopat (Rat, rat)\nKrokodilski pѕihopat (Mama, idemo u rat)\nMama, idem u rаt\n\nŠČ",https://youtube.com/watch?v=hGuGfdEJ5Pw
2023,am,Armenia,Brunette,Future Lover,14.0,,17.0,,14.0,122.0,,,53.0,69.0,,,Brunette,,"Future Lover\n\nI just wanna make art\nRead books and just find someone\nWho likes me enough to kiss my face\nI wanna explore with him and visit old bookstores\nAnd cute little things, like drink smoothies at near cafes\n\nOh oh oh…\nDrink smoothies at near cafes\nOh oh oh…\n\nOh future lover, I hope it all comes naturally\nI hope our love is quiet outside, but loud inside oh baby\nOh future lover, this song I wrote for you\nThis song I wrote for you my future lover\n\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\n\nIt's like a daydream, but I got some other, better plans\nI wanna scream and shout\nMy heart caught in chains\nCold heart, cold hands, fire in my veins\nFire in my veins, heart in chains\nI'm a volcano that is going to explode in a sec'\nI'm so hypnotised by someone that I've never ever met\nDon't wanna forget, am I dreaming yet?\nPoetic dream, I don՚t want it to end oh\n3 minutes of making impossible plans\n7 minutes of unnecessary panic attacks\nHere I go with the coldest hands\nHere I go with still no plans oh, still no plans\nI can't cool off, no I can't relax\nLord what I'm gonna' do my pain just attacks\nI still have the coldest hands\nOh my Lord, my Lord\nMy pain, my panic attacks, oh\n\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\n\nՈւ դու ինձնից հեռու\n Latin\nԼքված ես հեռու, հեռու ես դու\nԵրազումս ես ու դու էինք լուռ\nՄոլորվում էինք հեռու - հեռու հեռվում\nU du indznits' herru\n Armenian\nLk'vats yes herru, herru yes du\nYerazums yes u du eink' lurr\nMolorvum eink' herru - herru herrvum",https://youtube.com/watch?v=h0q7AkYk2hY
2023,at,Austria,Teya & Salena,Who The Hell Is Edgar?,15.0,,1.0,,15.0,120.0,,,16.0,104.0,,,Pele Loriano;Ronald Janeček;Selina-Maria Edbauer;Teodora Špirić,,"Who The Hell Is Edgar?\n\nOh my God, you're such a good writer\nOh, it's not me, it's Edgar\nWho the hell is Edgar?\n\nThere's a ghost in my body and he is a lyricist\nIt is Edgar Allan Poe, and I think he can't resist\nYeah, his brain is in my hand, and it's moving really fast\n\nDon't know how he possessed me, but I'm happy that he did\n'Cause this song is feeling special, and is gonna make me rich\nYeah, the words are spilling out, what the heck is this about?\n\nOh, mio padre*, there's a ghost in my body, oh oh ohh…\n\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan, Edgar Allan\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan Poe\n\nMaybe I should call a doctor or an exorcist\nMaybe someone out there knows where Shakespeare is so I can get a taste\nWhat's your IPI? Where's the A&R?\nGirl, call Universal, you're about to be a star\n\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan, Edgar Allan\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan\nWho the hell is Edgar?\n\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n\nZero dot zero zero three\nGive me two years, and your dinner will be free\nGas station champagne is on me\nEdgar cannot pay rent for me\nZero dot zero zero\nZero dot zero zero\nZero dot zero zero three\nAt least it pays to be funny\nUgh\n\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n\nOh, mio padre, there's a ghost in my body, oh oh ohh…\n\nWho the hell iѕ Edgаr?",https://youtube.com/watch?v=8uk64V9h0Ko
2023,fr,France,La Zarra,Évidemment,16.0,,6.0,,16.0,104.0,,,50.0,54.0,,,Benny Adams;La Zarra;Yannick Rastogi;Zacharie Raymond,Benny Adams;La Zarra,"Évidemment\n\nMon cœur, mes mains, mes yeux, mes reins\nPlus rien ne m'appartient\nJ'me fais du mal pour faire du bien\nJ'oublie comme si c'n'était rien\n\nDans mon jardin d'enfer poussent des fleurs\nQue j'arrose de mes rêves, de mes pleurs\nOn a beau être sur le toit du monde\nOn ne peut toucher le ciel du doigt\n\nÉvidemment\nToutes ces belles promesses que j'entends\nC'n'est que du vent\nÉvidemment\nCar après l'beau temps vient la pluie\nC'est c'qu'on oublie\nC'est toujours trop beau pour être vrai\nMais c'n'est jamais trop laid pour être faux\nÉvidemment\nElle ne s'ra plus jamais la même\nCette fille d'avant\n\nJe vends demain, j'rachète hier\nLe temps est assassin\nJe cherche l'amour, j'ne trouve rien\nComme dans mon sac à main\n\nDans ma tête c'n'est pas tant évident\nJe cherche la vérité tout en l'évitant\nOn a beau être sur le toit du monde\nOn ne peut toucher le ciel du doigt\n\nÉvidemment\nToutes ces belles promesses que j'entends\nC'n'est que du vent\nÉvidemment\nElle ne s'ra plus jamais la même\nCette fille d'avant\n\nCar moi je chante\nMa vie la vôtre et un peu de romance\nJe suis nue devant vous\nDonnez-moi donc une chance\nDe vous à moi, de moi à vous\nAi-je réussi à chanter, à chanter la grande France\n\nC'est toujours trop beau pour être vrai mais\nC'n'est jamais trop laid pour être faux\nÉvidemment\nElle ne s'ra plus jamaiѕ la même\nCette fille d'avаnt\nÉvidemment",https://youtube.com/watch?v=fOtQJ4o-HoA
2023,es,Spain,Blanca Paloma,Eaea,17.0,,8.0,,17.0,100.0,,,5.0,95.0,,,Álvaro Tato;Blanca Paloma;José Pablo Polo,,"Eaea\n\nYa, ea\nYa, ea\n\nAy, ven a mí, niño mío\nAy, ven a mí, niño mío\nDuerme a mi vera\nQue en mi pecho hay abrigo\nAbriguito pa' tus penas\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, noches en vela\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nY to'as las noches te vea\nY to'as las noches te vea\nTo'as las noches menos una\n\nAy, ven a mí, niño mío\n(Ay, niño mío, chiquito mío)\nChiquito de mis amores\nQue en la noche me iluminan\nTus ojos soles\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, noches en vela\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nY to'as las noches te vea\nY to'as las noches te vea\n\n(Vamos allá, la Blanca Paloma)\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nTo'as las noches menos una\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, nocheѕ en vela\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nYa, eaea, ya, eaeа",https://youtube.com/watch?v=Vw6qPWhjevk
2023,md,Moldova,Pasha Parfeni,Soarele și Luna,18.0,,18.0,,18.0,96.0,,,76.0,20.0,,,Andrei Vulpe;Pasha Parfeni,Iuliana Perfeni,"Soarele și Luna\n\nCodrule cu frunză deasă\nCred că mi-am găsit mireasă\n(Așa, așa, așa…)\nNistrule cu apă lină\nM-am pierdut și ea-i de vină\n(Așa, așa, așa…)\nI-am cântat eu doine multe\nPân-a vrut să mă sărute ea\n(Așa, așa, așa…)\nPăi, am cântat-o, am dansat-o\nÎn tot felul răsfățat-o\n(Așa, așa, așa…)\n\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\n\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\n\nI-am promis miresei mele\nNuntă sub un cer cu stele\n(Așa, așa, așa…)\nI-am dat în a șaptea seară\nUn inel cu piatră rară\n(Așa, așa, așa…)\n\nSoarele și Luna\n(Soarele și Luna)\nNe-or ține cununa\n(Ne-or ține cununa)\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\n\nI-am promis miresei mele\nNuntă sub un cer cu stele\nI-am dat în a șaptea seară\nI-am dat în a șaptea ѕeară\nUn inel cu piatră rară\n\nSoarele și Luna\n(Soarele și Luna)\nNe-or ține cununa\n(Ne-or ține cununa)\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\n(Ne-or ține cununa)\n\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununa\nSoarele, Soarele\nSoarele și Luna\nNe-or ține, ne-or ține\nNe-or ține cununа",https://youtube.com/watch?v=SABOfYgGk8M
2023,pl,Poland,Blanka,Solo,19.0,,4.0,,19.0,93.0,,,81.0,12.0,,,Bartłomiej Rzeczycki;Blanka Stajkow;Maciej Puchalski;Marcin Górecki;Mikołaj Trybulec,Blanka Stajkow;Julia Sundberg;Maria Broberg,"Solo\n\nBaby\nIt's kind of crazy\nHow else to phrase it?\nWith you I've lost my senses\n\nBaby\nWhat happened to ya?\nI thought I knew ya\nBut now it's time to face it\n\nYou're hot and cold\nHigh and you're low\nMessin' with my mind\nNo, oh-oh, that's not how it goes\nSo, let me spell it out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nHow I be getting down, solo\n\nTell me\nNow, was it worth it?\nPlayin' me dirty\nBut now who's laughing, baby?\n\nWatch me\nAll eyes on me now\nBet you regret how\nWhat goes around comes around\n\nYou're hot and cold\nHigh and you're low\nMessin' with my mind\nNo, oh-oh, that's not how it goes\nSo, let me spell it out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nHow I be getting down, solo\n\nNo, no, I'm going solo\nYeah, ya better, better, watch me now\n'Cause I know how to let go\nGonna make it, make it on my own\n\nOh, no, I'm going solo\nYeah, ya better, better, watch me now\n'Cause I know how to let go\nSo, it's clear to see I'm\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show yа\nHow I be getting down, ѕolo",https://youtube.com/watch?v=SEgF1aP-U1o
2023,ch,Switzerland,Remo Forrer,Watergun,20.0,,3.0,,20.0,92.0,,,31.0,61.0,,,Argyle Singh;Ashley Hicklin;Mikołaj Trybulec,,"Watergun\n\nWhen we were boys\nWe played pretend\nArmy tanks\nAnd army men\nHide and seek\nGrow to be the kings we dream\n\nWhere did we go?\nWe're standin' on the frontline\nWhere did we go?\nWe go?\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\nWe ain't playin' now\nCan't turn and run\nNo water guns\nNo no\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\n'Cause we ain't playin' now\nCan't turn and run\nNo water guns\nJust body bags that we've become\n\nAdolescence, breaking rules\nNothin hurts when you're bulletproof\nI remember, yes, I do, I do\n\nWhere did we go?\nWe're standin' on the frontline\nWhere did we go?\nWe go?\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\nWe ain't playin' now\nCan't turn and run\nNo water guns\nNo no\n\nI don't wanna be a soldier, soldier\nI don't wanna have to play with real blood\n'Cause we ain't playin' now\nCan't turn and run\nNo water guns\nJust body bags that we've become\n\nWhat we've become\nWhat we've become\nWhat we've become\n\nPlayin' with water guns\nNot playin' with wаter gunѕ",https://youtube.com/watch?v=l4NDErv49mk
2023,si,Slovenia,Joker Out,Carpe Diem,21.0,,24.0,,21.0,78.0,,,45.0,33.0,,,Bojan Cvjetićanin;Jan Peteh;Jure Maček;Kris Guštin;Nace Jordan;Žarko Pak,Bojan Cvjetićanin,"Carpe Diem\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\n\nVedno manj besed, tanek led pod nogami žge\nMi pa bežimo s prepiha\n810.000 let moraš delat' le\nDa duša malo zadiha\n\n(An ban, pet podgan)\nTi loviš, če preživiš\n(Jaz ti bom vzel vse)\nTi ničesar ne dobiš\n(A, a, a)\nSi tega res želiš?\n\nIgra sovraštva je za vas, hvala lepa\nNe računajte na nas\nNa nas\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\nNe bomo šteli ur do zore\nPreskakovali bomo gore\nDa nas objame nebo\n\nPrvi dež odplaknil ves bo blišč\nDa ne bi kradel magije s plesišč\nTema bo prižgala žar v očeh\n\nIgra sovraštva je za vas, hvala lepa\nNe računajte na nas\nŠe bolj na glas\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\nNe bomo šteli ur do zore\nPreskakovali bomo gore\nSprejeli, da smo večni samo\nIn srečni samo, ko objema nas nebo\nVso noč do jutra smo plesali\nLjubili se in se igrali\nŽiveli, kot da jutri nаѕ mogoče več\nNe bo",https://youtube.com/watch?v=3LXlPviGiWc
2023,al,Albania,Albina & Familja Kelmendi,Duje,22.0,,10.0,,22.0,76.0,,,59.0,17.0,,,Enis Mulla,Eriona Rushiti,"Duje\n\nDiçka mrena\nFrymën ma nal'\nS'di çka bohet, bohet\nPo du me e nal'\nÇ'ka o ka bohet?\nKrejt tu i pas'\nE krejt tu i pas'\nS'po muj me u k'naq\n\nJan' tu u nda\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nJan' tu u nda\nE kan' harru\nSe kan' nji shpi\nSofër me f'mij'\n\nDuje\nSi dikur ti duje\nAt' dashni ti ruje\nSi jeten ti duje\nMos e gjuj me gure\nSi dikur ti duje\nAt' dashni ti ruje\nSa jeten ti duje\n\nJan' tu u nda\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nJan' tu u nda\nE kan' harru\nSe kan' nji shpi\nSofër me f'mij'\n\nDuje\nSi dikur ti duje\nAt' dashni ti ruje\nSi jeten ti duje\nMos e gjuj me gure\nSi dikur ti duje\nAt' dashni ti ruje\nSa jeten ti duje\n\nDuje , duje\nJan' tu u nda\nDuje, duje\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nDuje, duje\nJan' tu u nda\nDuje, duje\nE kan' harru\nSe kаn' nji ѕhpi\nSofër me f'mij'\nDuje, duje",https://youtube.com/watch?v=TI9rSDhXwyc
2023,pt,Portugal,Mimicat,Ai Coração,23.0,,2.0,,23.0,59.0,,,16.0,43.0,,,Luís Pereira;Marisa Mena,Marisa Mena,"Ai Coração\n\nAi Coração\nQue não me deixas em paz\nNão me dás sossego\nNão me deixas capaz\nTenho a cabeça e a garganta num nó\nQue não se desfaz e nem assim tu tens dó\n\nSinto-me\nTonta\nCada dia pior\nJá não sei de coisas que sabia de cor\nAs pulsações subiram quase pra mil\nEstou louca, completamente senil\n\nO peito a arder\nA boca seca eu sei lá\nO que te fazer\nAmor pra mim assim não dá\nPorque parece que nem sou mais eu\n\nAi Coração\nAi Coração\nDiz-me lá se és meu\n\nAs horas passam e o sono não vem\nOuço as corujas e os vizinhos também\nO meu juízo foi-se e por lá ficou\nAlguém me tire deste estado em que estou\nO doutor diz que não há nada a fazer\nCaso perdido vi-o eu a escrever\nAndo perdida numa outra dimensão\nToda eu sou uma grande confusão\n\nO peito a arder\nA boca seca eu sei lá\nO que te fazer\nAmor pra mim assim não dá\nPorque parece que nem sou mais eu\n\nAi Coração\nAi Coração\nAi Coração\nDiz-me lá se és meu\n\nO peito a arder\nA boca seca eu sei lá\nO que te fazer\nAmor pra mim assim não dá\nPorque parece que nem sou mais eu\n\nAi Coração\nAi Coração\nAi Coração\nAi Corаção\nDiz-me lá se éѕ meu",https://youtube.com/watch?v=HYfkxX4PFyw
